project_id,state,constituency_type,project_category,estimated_cost,sanctioned_amount,expected_duration_days,elapsed_days,progress_pct,contractor_id,contractor_past_delays,monsoon_overlap_days,material_inflation_index,labor_shortage_index,terrain_difficulty,sanction_year,actual_final_cost,actual_delay_days
MPLADS-4106,Chandigarh,RAJYA_SABHA,Electrification,24325695.04,24269480.75,436,603,95.57,CTR-126,9,52,1.1337,1.0,DESERT,2023,34745117.74,98.68
MPLADS-4107,Sikkim,LOK_SABHA,Electrification,9874252.85,9660965.04,210,301,100.0,CTR-165,6,52,1.0921,0.3259,DESERT,2023,12947693.88,94.62
MPLADS-4108,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Education,13802639.31,11346706.52,528,480,100.0,CTR-062,11,48,1.2486,0.7978,DESERT,2024,18862351.35,85.19
MPLADS-4109,Meghalaya,LOK_SABHA,Other Public Assets,22835499.73,22038389.96,326,249,58.7,CTR-060,10,93,1.0389,1.0,HILLY,2024,30011942.98,139.43
MPLADS-4110,Bihar,LOK_SABHA,Sports Infrastructure,12669439.79,13141544.68,203,103,57.59,CTR-060,10,53,1.2532,0.5368,HILLY,2024,22159684.59,105.57
MPLADS-4111,Mizoram,LOK_SABHA,Sanitation,13476619.68,12135608.42,169,7,4.48,CTR-076,7,0,1.2909,0.6654,HILLY,2023,21325011.81,82.51
MPLADS-4112,Bihar,LOK_SABHA,Drinking Water,36075709.83,34478375.41,344,430,100.0,CTR-189,3,64,0.9847,0.4372,PLAIN,2025,34994064.94,54.13
MPLADS-4113,Maharashtra,LOK_SABHA,Drinking Water,25410531.07,25148941.99,359,306,89.55,CTR-155,6,81,1.1083,0.2782,PLAIN,2024,30783157.54,49.73
MPLADS-4114,West Bengal,LOK_SABHA,Sanitation,27458162.41,22604650.97,350,10,24.23,CTR-124,7,68,1.1765,0.2628,COASTAL,2024,32925374.92,89.88
MPLADS-4115,Tripura,LOK_SABHA,Electrification,33662748.09,27794853.58,508,305,44.05,CTR-172,1,47,1.0848,0.2713,PLAIN,2024,33617353.86,45.6
MPLADS-4116,Uttar Pradesh,LOK_SABHA,Other Public Assets,17218505.82,15849553.16,293,226,77.63,CTR-003,10,30,1.3258,0.2964,PLAIN,2024,24461154.3,64.69
MPLADS-4117,Gujarat,RAJYA_SABHA,Healthcare,28728795.35,28773660.79,197,270,96.77,CTR-088,4,52,1.3354,0.9043,PLAIN,2024,46205671.99,72.97
MPLADS-4118,Karnataka,RAJYA_SABHA,Sports Infrastructure,17590755.16,17761163.21,140,73,48.34,CTR-034,8,19,1.138,0.8786,COASTAL,2024,25051481.84,70.16
MPLADS-4119,Jammu and Kashmir,LOK_SABHA,Roads,39527134.32,41438322.29,462,176,44.95,CTR-087,1,40,1.2864,0.87,HILLY,2024,70519058.92,73.54
MPLADS-4120,Nagaland,RAJYA_SABHA,Drinking Water,24507291.76,20079115.37,437,639,96.97,CTR-052,3,46,1.0981,0.4732,HILLY,2025,27518650.89,70.83
MPLADS-4121,Kerala,LOK_SABHA,Bridges,47223039.67,40387130.2,123,172,59.43,CTR-015,11,0,1.3386,0.9576,COASTAL,2025,67513260.93,117.76
MPLADS-4122,Jammu and Kashmir,LOK_SABHA,Drinking Water,37254869.36,34897985.14,413,68,32.75,CTR-104,0,42,1.2511,0.6864,HILLY,2025,57380561.18,80.8
MPLADS-4123,Andhra Pradesh,LOK_SABHA,Sanitation,2910897.25,2726187.98,352,525,100.0,CTR-026,10,60,1.2006,0.8315,PLAIN,2025,3947643.8,64.14
MPLADS-4124,Nagaland,LOK_SABHA,Sports Infrastructure,27735081.62,25666516.89,443,362,70.52,CTR-138,0,45,1.0918,0.5871,HILLY,2024,36588737.86,90.42
MPLADS-4125,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Sanitation,11302402.87,11154806.32,101,13,8.58,CTR-061,14,13,1.0636,1.0,HILLY,2024,15401723.25,115.33
MPLADS-4126,Meghalaya,LOK_SABHA,Education,19595575.53,16907775.16,465,195,41.69,CTR-160,12,89,1.2624,0.4523,HILLY,2025,28791588.46,127.36
MPLADS-4127,Goa,LOK_SABHA,Electrification,21626035.86,18220909.63,363,99,0.0,CTR-128,12,83,1.0048,0.1009,COASTAL,2025,20409705.44,150.74
MPLADS-4128,Delhi,LOK_SABHA,Bridges,46829507.96,40805493.36,269,62,13.42,CTR-021,8,42,1.1852,0.2895,PLAIN,2023,54356325.22,53.29
MPLADS-4129,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Bridges,47619485.2,43938196.59,285,405,100.0,CTR-113,8,26,1.1086,0.1017,PLAIN,2024,53497589.53,29.45
MPLADS-4130,Uttarakhand,RAJYA_SABHA,Education,12953897.76,11266279.42,501,148,15.79,CTR-121,7,67,1.1042,0.7172,HILLY,2024,16214507.17,95.79
MPLADS-4131,Uttar Pradesh,LOK_SABHA,Education,47928381.42,48872506.04,528,408,69.76,CTR-091,6,60,1.3395,0.7206,HILLY,2025,88989355.43,111.36
MPLADS-4132,Arunachal Pradesh,RAJYA_SABHA,Sanitation,46596557.96,39565962.6,363,37,0.0,CTR-128,12,51,1.0911,0.6079,HILLY,2025,59501501.22,83.21
MPLADS-4133,Gujarat,LOK_SABHA,Other Public Assets,2587402.92,2582149.59,416,266,41.59,CTR-087,1,48,1.1814,0.9761,PLAIN,2024,3507638.17,50.09
MPLADS-4134,Jharkhand,LOK_SABHA,Roads,38506336.52,34918651.58,306,254,76.49,CTR-163,6,50,1.1853,0.8495,HILLY,2023,55228480.36,80.96
MPLADS-4135,Delhi,LOK_SABHA,Drinking Water,46472046.79,42128529.64,211,252,75.4,CTR-017,8,40,1.1691,0.2476,PLAIN,2024,55369800.55,74.43
MPLADS-4136,Bihar,RAJYA_SABHA,Roads,19029327.01,17468735.53,410,403,100.0,CTR-106,12,68,0.9787,0.0199,PLAIN,2024,18596206.75,73.89
MPLADS-4137,Telangana,LOK_SABHA,Bridges,49289353.23,47523691.76,451,155,49.96,CTR-084,13,50,1.1251,0.5717,PLAIN,2023,60821557.18,101.43
MPLADS-4138,Assam,LOK_SABHA,Drinking Water,22341075.43,18845336.69,508,721,100.0,CTR-035,14,87,1.1013,0.6586,HILLY,2024,28162032.79,153.0
MPLADS-4139,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Other Public Assets,48419682.19,41759142.91,206,118,36.91,CTR-028,13,22,1.191,0.5638,COASTAL,2024,62176052.4,101.86
MPLADS-4140,Meghalaya,LOK_SABHA,Community Halls,26753730.08,25986686.83,209,84,55.09,CTR-064,15,21,1.0349,0.4,HILLY,2024,34294998.59,109.43
MPLADS-4141,Himachal Pradesh,LOK_SABHA,Community Halls,23955885.97,21420254.22,416,461,89.24,CTR-157,2,59,1.0136,1.0,DESERT,2024,28001691.79,78.5
MPLADS-4142,Jammu and Kashmir,RAJYA_SABHA,Bridges,39626928.35,35430112.6,177,228,100.0,CTR-087,1,21,1.0178,0.3981,HILLY,2023,43418432.29,58.77
MPLADS-4143,Madhya Pradesh,RAJYA_SABHA,Electrification,28372445.95,28389440.35,220,199,96.0,CTR-156,10,15,1.2385,0.7601,PLAIN,2025,42037100.55,89.33
MPLADS-4144,Uttarakhand,LOK_SABHA,Roads,16901719.5,17494856.25,210,255,100.0,CTR-046,15,65,1.2958,0.928,HILLY,2025,31762997.15,192.94
MPLADS-4145,Uttar Pradesh,LOK_SABHA,Drinking Water,49663862.79,42285066.85,198,235,100.0,CTR-136,4,15,1.2284,0.6254,PLAIN,2025,59299623.16,36.91
MPLADS-4146,Goa,LOK_SABHA,Drinking Water,22771078.86,22013571.27,407,250,71.77,CTR-035,14,87,1.2052,0.2869,COASTAL,2023,32782052.23,111.16
MPLADS-4147,Kerala,LOK_SABHA,Bridges,38908766.06,38965258.47,464,607,100.0,CTR-017,8,86,1.1484,1.0,HILLY,2024,59212478.54,139.18
MPLADS-4148,Uttar Pradesh,LOK_SABHA,Healthcare,8702463.88,7120220.82,330,394,75.86,CTR-181,15,60,1.1018,0.6723,PLAIN,2025,9242120.38,128.43
MPLADS-4149,Andaman and Nicobar Islands,LOK_SABHA,Sports Infrastructure,15721974.16,12982023.79,315,262,74.82,CTR-162,10,46,1.1431,0.8181,HILLY,2024,20252616.97,106.3
MPLADS-4150,Odisha,RAJYA_SABHA,Sanitation,17177149.54,16701215.77,227,201,84.08,CTR-070,7,73,0.9681,0.9714,COASTAL,2024,19820705.37,88.49
MPLADS-4151,Jammu and Kashmir,RAJYA_SABHA,Bridges,34621585.08,30051610.23,228,325,96.73,CTR-153,14,8,1.3259,0.8846,HILLY,2023,53678111.03,129.03
MPLADS-4152,Manipur,LOK_SABHA,Sports Infrastructure,38322518.7,32782290.25,286,175,57.1,CTR-013,11,35,1.0216,0.949,PLAIN,2023,38353556.68,104.85
MPLADS-4153,Delhi,RAJYA_SABHA,Roads,48094037.53,45606682.93,411,551,100.0,CTR-121,7,38,1.3079,0.661,PLAIN,2023,71275352.4,61.93
MPLADS-4154,Haryana,LOK_SABHA,Education,48270147.29,46458581.7,100,83,100.0,CTR-044,5,0,1.2501,0.9118,PLAIN,2025,70391337.06,63.08
MPLADS-4155,Jammu and Kashmir,LOK_SABHA,Healthcare,42635893.72,40362008.85,152,36,19.36,CTR-160,12,0,0.9534,1.0,HILLY,2024,51142535.86,101.9
MPLADS-4156,Punjab,LOK_SABHA,Roads,49323204.17,51169531.26,369,232,65.04,CTR-138,0,46,1.1194,0.0673,PLAIN,2025,58339432.93,24.55
MPLADS-4157,Bihar,LOK_SABHA,Education,18733728.45,16032329.23,524,162,45.42,CTR-064,15,68,1.1922,0.8989,PLAIN,2025,22508830.67,116.35
MPLADS-4158,Andhra Pradesh,LOK_SABHA,Sanitation,7287701.94,5884925.24,534,587,100.0,CTR-150,0,61,1.2522,0.5399,DESERT,2023,8853102.24,68.45
MPLADS-4159,Chandigarh,LOK_SABHA,Sanitation,30857026.24,26670379.58,126,120,100.0,CTR-113,8,37,1.0821,0.7727,PLAIN,2023,32234423.86,72.38
MPLADS-4160,Delhi,LOK_SABHA,Roads,48450103.91,44341136.22,96,88,81.25,CTR-008,11,20,1.2783,0.0119,PLAIN,2024,65028649.96,56.42
MPLADS-4161,Telangana,LOK_SABHA,Sports Infrastructure,1634090.6,1604830.89,237,73,6.46,CTR-009,3,53,1.2279,0.8346,PLAIN,2023,2375122.48,76.36
MPLADS-4162,Chandigarh,LOK_SABHA,Education,31153790.44,26104397.67,228,51,18.97,CTR-001,1,44,1.0509,0.227,PLAIN,2023,29020139.71,37.02
MPLADS-4163,Kerala,LOK_SABHA,Bridges,28077067.43,25108249.35,90,35,50.24,CTR-081,15,70,1.3258,1.0,HILLY,2024,46089336.02,130.19
MPLADS-4164,Sikkim,RAJYA_SABHA,Community Halls,33677278.94,27599375.62,167,4,2.46,CTR-050,12,36,1.0682,0.5506,HILLY,2025,37498802.34,130.9
MPLADS-4165,Nagaland,RAJYA_SABHA,Roads,42158366.78,37724320.81,375,403,100.0,CTR-087,1,48,1.1613,1.0,DESERT,2023,54240384.51,76.82
MPLADS-4166,Assam,RAJYA_SABHA,Community Halls,22142167.81,19100866.64,139,157,100.0,CTR-043,11,89,1.182,0.2776,DESERT,2025,27851924.3,102.96
MPLADS-4167,Chhattisgarh,LOK_SABHA,Drinking Water,10898256.62,10032815.08,386,334,100.0,CTR-101,13,59,1.3305,0.9805,PLAIN,2024,16344332.88,117.86
MPLADS-4168,Bihar,RAJYA_SABHA,Community Halls,40478145.91,40540762.86,360,340,91.72,CTR-024,14,73,0.9894,0.2566,PLAIN,2024,44825099.52,124.26
MPLADS-4169,Maharashtra,RAJYA_SABHA,Other Public Assets,49516173.03,50847725.04,256,185,58.04,CTR-199,5,75,1.1316,0.2013,HILLY,2025,72353214.28,78.96
MPLADS-4170,Jharkhand,LOK_SABHA,Sports Infrastructure,13250967.35,12388274.95,240,244,100.0,CTR-143,4,64,1.2035,0.8856,PLAIN,2024,17069217.27,88.07
MPLADS-4171,Nagaland,LOK_SABHA,Education,1565404.65,1636575.89,437,497,92.99,CTR-041,2,51,1.2904,0.386,PLAIN,2023,2439816.07,32.94
MPLADS-4172,Ladakh,LOK_SABHA,Electrification,14731276.95,13576198.27,460,663,100.0,CTR-184,11,15,1.1482,0.7433,HILLY,2024,20175274.22,81.98
MPLADS-4173,Chandigarh,LOK_SABHA,Roads,26514336.26,24214587.66,185,126,68.93,CTR-154,4,49,1.0675,0.3081,PLAIN,2023,28181081.06,31.46
MPLADS-4174,Mizoram,LOK_SABHA,Roads,13599104.6,12002582.3,539,611,95.98,CTR-185,7,52,1.0288,0.5038,DESERT,2025,14599345.81,71.5
MPLADS-4175,Uttar Pradesh,RAJYA_SABHA,Sports Infrastructure,40581997.49,36896521.54,502,233,35.29,CTR-109,7,66,1.1631,0.361,PLAIN,2025,47832584.2,58.64
MPLADS-4176,Maharashtra,RAJYA_SABHA,Sports Infrastructure,6958182.1,5907719.6,404,215,49.84,CTR-104,0,89,1.2909,1.0,DESERT,2024,9650755.82,104.05
MPLADS-4177,Assam,RAJYA_SABHA,Education,25932123.85,23161944.06,231,82,27.83,CTR-198,1,60,1.0247,0.9501,HILLY,2024,30980131.01,100.68
MPLADS-4178,Assam,LOK_SABHA,Other Public Assets,32915854.3,33228990.83,188,138,81.36,CTR-062,11,90,1.1197,0.7119,PLAIN,2024,45496554.8,108.38
MPLADS-4179,Jharkhand,LOK_SABHA,Other Public Assets,18575773.53,14881011.33,169,133,94.47,CTR-130,10,0,1.1262,0.4372,PLAIN,2023,19609127.64,72.65
MPLADS-4180,Chandigarh,RAJYA_SABHA,Bridges,15056043.76,14803439.46,283,70,32.74,CTR-124,7,53,1.0044,0.8768,DESERT,2024,18259527.12,110.3
MPLADS-4181,Meghalaya,RAJYA_SABHA,Drinking Water,18979027.15,15928815.61,243,330,92.42,CTR-028,13,90,1.0552,1.0,HILLY,2023,22556689.74,147.6
MPLADS-4182,Mizoram,LOK_SABHA,Other Public Assets,8881683.61,8612772.63,303,114,38.66,CTR-088,4,47,1.0968,0.8168,HILLY,2024,12048245.13,94.08
MPLADS-4183,Manipur,LOK_SABHA,Roads,15836739.18,14432344.36,492,325,62.18,CTR-110,11,48,1.3469,1.0,HILLY,2023,26810929.94,134.51
MPLADS-4184,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Roads,505303.45,426488.95,340,100,23.65,CTR-074,2,47,1.3049,0.2192,COASTAL,2023,669197.23,54.06
MPLADS-4185,Chandigarh,LOK_SABHA,Roads,25581054.2,20872256.93,486,525,100.0,CTR-108,10,49,1.0185,0.3052,PLAIN,2025,23310570.27,73.59
MPLADS-4186,Manipur,LOK_SABHA,Electrification,9347271.55,7548803.93,192,245,83.68,CTR-085,10,50,1.0398,1.0,HILLY,2023,9844215.84,109.07
MPLADS-4187,Jharkhand,LOK_SABHA,Roads,39386901.18,34256690.36,219,57,26.3,CTR-137,9,16,1.1204,0.4972,PLAIN,2023,44180649.19,70.79
MPLADS-4188,West Bengal,RAJYA_SABHA,Education,26961129.05,25886059.31,502,725,100.0,CTR-008,11,72,1.0438,0.319,COASTAL,2024,33075799.81,115.18
MPLADS-4189,Andaman and Nicobar Islands,LOK_SABHA,Electrification,38960333.44,38363727.8,419,435,93.77,CTR-083,2,49,0.9592,0.1006,COASTAL,2023,41228829.04,67.18
MPLADS-4190,Meghalaya,LOK_SABHA,Healthcare,16156755.57,16781946.45,520,75,0.0,CTR-017,8,92,1.008,0.9601,HILLY,2023,21652262.49,164.17
MPLADS-4191,Rajasthan,LOK_SABHA,Community Halls,38966366.35,36560462.51,310,152,45.09,CTR-089,12,21,1.3024,0.7777,DESERT,2025,61253121.05,84.4
MPLADS-4192,Chhattisgarh,RAJYA_SABHA,Sanitation,42522789.27,39964292.44,239,176,50.55,CTR-012,15,33,1.1189,0.9035,PLAIN,2023,51244853.68,142.48
MPLADS-4193,Nagaland,RAJYA_SABHA,Bridges,36168638.19,37949208.25,147,192,100.0,CTR-198,1,0,1.0521,0.7485,DESERT,2025,49246637.3,41.81
MPLADS-4194,Tripura,LOK_SABHA,Drinking Water,32085561.1,29851853.38,137,202,100.0,CTR-079,9,55,1.158,0.2193,PLAIN,2023,39647292.9,62.9
MPLADS-4195,Haryana,LOK_SABHA,Bridges,20147373.52,16397497.48,344,211,41.89,CTR-130,10,41,1.174,0.2901,PLAIN,2024,22217595.31,78.66
MPLADS-4196,Arunachal Pradesh,LOK_SABHA,Sanitation,9517433.87,9072636.93,444,645,81.24,CTR-021,8,49,1.2233,0.7674,HILLY,2024,15381612.21,103.34
MPLADS-4197,Puducherry,LOK_SABHA,Roads,38212120.38,33709972.33,281,274,100.0,CTR-170,0,47,1.2471,0.7893,PLAIN,2023,49847400.85,69.58
MPLADS-4198,Nagaland,LOK_SABHA,Education,37507888.61,31864790.55,451,320,98.35,CTR-011,8,44,1.0174,1.0,HILLY,2024,40962053.06,98.44
MPLADS-4199,Bihar,RAJYA_SABHA,Other Public Assets,17964467.07,15864914.3,392,535,85.65,CTR-064,15,68,1.345,0.8005,PLAIN,2025,26725192.12,120.17
MPLADS-4200,Uttarakhand,LOK_SABHA,Healthcare,21616715.32,19887403.34,222,227,83.69,CTR-086,11,62,1.0072,0.2302,HILLY,2023,26077005.6,103.49
MPLADS-4201,Chandigarh,LOK_SABHA,Roads,24228984.42,22135910.6,358,426,100.0,CTR-062,11,47,1.2613,0.7354,PLAIN,2024,33883924.14,93.76
MPLADS-4202,Haryana,LOK_SABHA,Drinking Water,42694321.62,40470527.91,321,101,42.77,CTR-003,10,41,1.1997,0.3947,PLAIN,2024,58578634.12,56.13
MPLADS-4203,Andhra Pradesh,RAJYA_SABHA,Other Public Assets,12945362.23,11944262.69,462,556,78.25,CTR-076,7,63,1.0398,0.2173,COASTAL,2024,14338251.25,91.23
MPLADS-4204,Telangana,RAJYA_SABHA,Drinking Water,6152913.58,5740871.76,286,261,100.0,CTR-195,15,25,1.1605,0.42,HILLY,2024,8837512.26,120.04
MPLADS-4205,Rajasthan,RAJYA_SABHA,Sanitation,17736895.39,14403801.61,317,209,63.59,CTR-092,12,34,1.1845,0.5655,HILLY,2024,22042284.59,116.18
MPLADS-4206,Punjab,RAJYA_SABHA,Drinking Water,38962703.83,37249191.46,125,138,100.0,CTR-052,3,0,1.1779,0.8144,HILLY,2024,58506769.72,73.04
MPLADS-4207,Tamil Nadu,LOK_SABHA,Education,12530581.0,12010749.47,285,359,100.0,CTR-061,14,45,1.3088,1.0,DESERT,2023,21409275.17,95.51
MPLADS-4208,Assam,LOK_SABHA,Roads,13720196.85,12847749.71,328,3,0.0,CTR-087,1,94,0.9604,0.3853,PLAIN,2025,13302791.33,66.54
MPLADS-4209,Andaman and Nicobar Islands,LOK_SABHA,Roads,19294614.43,17510571.76,322,139,47.93,CTR-150,0,47,1.1755,0.2755,COASTAL,2025,24542171.45,45.83
MPLADS-4210,Haryana,RAJYA_SABHA,Bridges,49185919.92,43572903.22,405,81,42.84,CTR-140,6,40,1.0222,0.2966,HILLY,2024,54220106.33,80.28
MPLADS-4211,Madhya Pradesh,LOK_SABHA,Sanitation,32701138.65,33549767.26,168,36,33.64,CTR-105,12,27,1.0212,0.8045,PLAIN,2025,38593811.52,91.24
MPLADS-4212,Andaman and Nicobar Islands,RAJYA_SABHA,Sports Infrastructure,37134599.21,33292816.11,272,47,4.79,CTR-127,1,47,1.3261,0.6019,COASTAL,2024,56170211.6,47.8
MPLADS-4213,Rajasthan,LOK_SABHA,Community Halls,35942671.16,37296894.87,130,156,94.48,CTR-159,8,25,1.0563,0.7379,DESERT,2024,48781347.16,93.88
MPLADS-4214,Meghalaya,RAJYA_SABHA,Sanitation,13143865.95,12040387.72,326,234,68.96,CTR-133,1,103,1.0929,0.8297,HILLY,2024,17213351.57,132.05
MPLADS-4215,Odisha,LOK_SABHA,Education,24673508.05,20133293.58,169,88,60.44,CTR-119,3,73,1.069,0.4875,COASTAL,2025,25847878.23,57.06
MPLADS-4216,Jammu and Kashmir,LOK_SABHA,Roads,31841424.23,28567341.51,352,206,58.67,CTR-026,10,38,1.2511,0.4069,HILLY,2023,47567469.56,87.91
MPLADS-4217,Punjab,RAJYA_SABHA,Sanitation,19011335.85,17730356.87,294,299,100.0,CTR-008,11,33,1.0784,0.2101,PLAIN,2025,21106581.36,56.81
MPLADS-4218,Andhra Pradesh,LOK_SABHA,Other Public Assets,30158168.13,25532212.54,463,431,97.09,CTR-138,0,64,1.0556,0.3768,PLAIN,2025,29635855.52,61.12
MPLADS-4219,Delhi,RAJYA_SABHA,Electrification,38715484.58,31465975.57,469,175,21.17,CTR-104,0,38,1.1815,0.9919,PLAIN,2025,41107366.07,32.18
MPLADS-4220,Punjab,LOK_SABHA,Bridges,36857661.39,37037680.05,454,301,62.03,CTR-118,2,41,1.2086,0.7891,PLAIN,2024,51821920.44,42.36
MPLADS-4221,Andaman and Nicobar Islands,LOK_SABHA,Community Halls,35296219.31,32995996.65,238,27,5.77,CTR-175,11,0,1.0081,0.7772,COASTAL,2023,38822436.68,83.54
MPLADS-4222,Delhi,LOK_SABHA,Sanitation,48299426.54,48443123.35,161,210,100.0,CTR-139,5,31,1.0241,0.3325,HILLY,2023,60677174.4,66.89
MPLADS-4223,Andhra Pradesh,RAJYA_SABHA,Education,7828010.33,6485719.65,465,212,37.65,CTR-054,7,61,1.2377,0.5123,DESERT,2025,10515193.11,93.55
MPLADS-4224,Uttar Pradesh,LOK_SABHA,Sports Infrastructure,11077937.78,10157851.12,494,393,75.14,CTR-059,11,55,1.1582,0.6749,PLAIN,2023,14202895.2,90.58
MPLADS-4225,Jharkhand,LOK_SABHA,Sports Infrastructure,26757332.34,22000086.52,410,380,100.0,CTR-154,4,64,1.0444,0.7131,PLAIN,2024,25495867.34,68.79
MPLADS-4226,Puducherry,LOK_SABHA,Community Halls,32062319.35,31723817.44,140,207,70.82,CTR-008,11,24,1.3348,0.9877,HILLY,2024,56603338.77,116.29
MPLADS-4227,Lakshadweep,RAJYA_SABHA,Roads,19664558.08,19427917.54,336,243,48.83,CTR-038,13,49,1.0796,0.0993,COASTAL,2025,25366051.04,76.69
MPLADS-4228,Mizoram,LOK_SABHA,Sanitation,12153955.28,12101500.59,296,224,79.93,CTR-104,0,23,1.223,0.7578,HILLY,2025,19227845.3,69.95
MPLADS-4229,Bihar,LOK_SABHA,Roads,28307544.34,25165674.48,130,88,60.59,CTR-024,14,0,1.3279,0.2244,COASTAL,2025,40265833.07,64.09
MPLADS-4230,Nagaland,RAJYA_SABHA,Roads,22287918.87,23167138.6,505,321,62.27,CTR-111,4,45,1.0541,0.3073,HILLY,2025,30641225.98,68.22
MPLADS-4231,Sikkim,LOK_SABHA,Bridges,34803099.67,34060093.17,356,336,88.53,CTR-122,10,52,1.043,0.3345,HILLY,2024,46286260.03,114.06
MPLADS-4232,Uttar Pradesh,RAJYA_SABHA,Drinking Water,47771771.05,41774707.16,448,405,89.04,CTR-172,1,59,1.2047,0.7929,PLAIN,2024,56449382.96,46.98
MPLADS-4233,Assam,LOK_SABHA,Sanitation,33644201.34,28052996.71,112,122,73.22,CTR-128,12,0,1.1711,0.7027,HILLY,2025,43310756.73,85.39
MPLADS-4234,Kerala,LOK_SABHA,Electrification,24585377.3,21473633.61,473,563,87.98,CTR-070,7,90,1.3446,0.2728,COASTAL,2024,35640148.11,96.95
MPLADS-4235,Jharkhand,RAJYA_SABHA,Community Halls,44263932.18,40465911.27,492,610,96.14,CTR-158,8,61,1.2697,0.7186,PLAIN,2024,60842652.06,86.58
MPLADS-4236,Dadra and Nagar Haveli and Daman and Diu,RAJYA_SABHA,Healthcare,45917798.77,41645010.18,512,673,100.0,CTR-138,0,48,1.3213,0.3777,PLAIN,2025,63838724.04,50.35
MPLADS-4237,Rajasthan,RAJYA_SABHA,Electrification,45395234.32,39430566.78,490,368,58.12,CTR-142,3,33,0.9947,0.4909,PLAIN,2024,42288709.82,62.89
MPLADS-4238,Andhra Pradesh,LOK_SABHA,Bridges,17659014.44,17043482.96,337,403,100.0,CTR-088,4,63,1.2985,0.3973,COASTAL,2023,26768676.35,66.32
MPLADS-4239,Mizoram,LOK_SABHA,Drinking Water,6237260.03,6018145.94,253,309,100.0,CTR-039,4,50,1.1524,0.9833,HILLY,2023,9060636.46,102.25
MPLADS-4240,Sikkim,RAJYA_SABHA,Education,5946574.68,5966641.03,351,503,74.17,CTR-051,12,51,1.0683,0.9594,HILLY,2024,8532029.52,140.73
MPLADS-4241,Tripura,RAJYA_SABHA,Healthcare,1100597.25,959609.37,193,123,65.95,CTR-052,3,24,1.2568,0.6901,PLAIN,2023,1406290.3,32.59
MPLADS-4242,Arunachal Pradesh,RAJYA_SABHA,Other Public Assets,40013038.01,38507571.82,498,51,0.0,CTR-120,1,50,0.9703,0.5719,PLAIN,2024,41680490.09,41.09
MPLADS-4243,Tamil Nadu,RAJYA_SABHA,Bridges,33421150.46,31301792.37,182,106,69.97,CTR-152,4,0,1.1494,0.7831,COASTAL,2025,43924141.9,43.36
MPLADS-4244,Chandigarh,LOK_SABHA,Electrification,49114290.12,41067828.71,121,6,7.06,CTR-133,1,0,1.1331,0.6188,COASTAL,2023,55334734.45,32.98
MPLADS-4245,Jammu and Kashmir,RAJYA_SABHA,Healthcare,12043996.27,11439797.09,97,80,85.18,CTR-198,1,20,1.2173,0.7267,HILLY,2025,18219453.54,53.46
MPLADS-4246,West Bengal,LOK_SABHA,Bridges,39314918.34,34389359.58,420,423,82.74,CTR-020,7,66,1.2257,0.2172,COASTAL,2023,52691365.57,77.6
MPLADS-4247,Manipur,LOK_SABHA,Bridges,25773282.6,22167040.8,151,105,85.81,CTR-037,13,51,1.0959,0.715,DESERT,2023,31753585.21,124.67
MPLADS-4248,Karnataka,LOK_SABHA,Healthcare,45026901.6,39697572.47,120,97,83.59,CTR-015,11,0,1.2913,0.9363,HILLY,2025,70227107.43,107.99
MPLADS-4249,Chandigarh,LOK_SABHA,Bridges,48187082.98,48246027.34,359,137,49.87,CTR-038,13,48,0.9695,0.593,PLAIN,2025,54678979.41,96.18
MPLADS-4250,Jammu and Kashmir,LOK_SABHA,Electrification,31692327.84,26907566.6,263,125,63.82,CTR-034,8,29,0.9642,1.0,DESERT,2024,32900020.21,97.46
MPLADS-4251,Meghalaya,LOK_SABHA,Electrification,21477074.4,18238445.99,403,242,64.12,CTR-148,3,88,1.0293,1.0,DESERT,2023,24691963.21,98.99
MPLADS-4252,Uttarakhand,LOK_SABHA,Drinking Water,2178123.28,2179400.02,446,442,93.78,CTR-042,12,67,1.2391,0.3357,PLAIN,2024,3302048.04,75.0
MPLADS-4253,Mizoram,RAJYA_SABHA,Roads,4412279.87,3977768.53,471,273,65.01,CTR-062,11,49,1.3004,0.3407,HILLY,2025,6855876.7,112.32
MPLADS-4254,Andaman and Nicobar Islands,LOK_SABHA,Sports Infrastructure,9088559.95,8544106.81,509,290,66.94,CTR-111,4,50,1.0699,0.9287,COASTAL,2024,11579336.14,80.68
MPLADS-4255,Assam,LOK_SABHA,Sports Infrastructure,41075321.02,43050110.85,210,69,41.39,CTR-043,11,45,0.9679,0.9785,PLAIN,2025,47441478.38,91.37
MPLADS-4256,Goa,LOK_SABHA,Healthcare,17485033.45,16473119.29,255,344,100.0,CTR-030,7,80,1.1163,0.8123,PLAIN,2023,22128193.54,103.23
MPLADS-4257,Uttarakhand,LOK_SABHA,Healthcare,28278420.3,23902226.11,196,155,94.65,CTR-195,15,18,1.007,0.3634,PLAIN,2025,25745494.72,90.61
MPLADS-4258,Nagaland,RAJYA_SABHA,Sports Infrastructure,43044560.77,44619778.85,401,557,82.75,CTR-144,6,45,1.0325,0.7869,HILLY,2025,59688094.99,103.12
